sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,classification_bucket,knowledge_available,knowledge_tag_level,knowledge_tag_reason,knowledge_tag_note
MM,MARA,/SAPMP/BRAD,Bending Factor,/SAPMP/BRAD,/SAPMP/BRAD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/BRAD; data_element=/SAPMP/BRAD; description=Bending Factor
MM,MARA,/SAPMP/SPBI,Inner Width,/SAPMP/SPBI,/SAPMP/DIMENS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/DIMENS; data_element=/SAPMP/SPBI; description=Inner Width
MM,MARA,/SAPMP/TRAD,Outer Diameter,/SAPMP/TRAD,/SAPMP/DURCHME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/DURCHME; data_element=/SAPMP/TRAD; description=Outer Diameter
MM,MARA,/SAPMP/KEDU,Core Diameter,/SAPMP/KEDU,/SAPMP/DURCHME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/DURCHME; data_element=/SAPMP/KEDU; description=Core Diameter
MM,MARA,/SAPMP/SPTR,Load Capacity,/SAPMP/SPTR,/SAPMP/GEWICHT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/GEWICHT; data_element=/SAPMP/SPTR; description=Load Capacity
MM,MARA,/SAPMP/FBDK,Run-Out Flange Thickness,/SAPMP/FBDK,/SAPMP/DIMENS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/DIMENS; data_element=/SAPMP/FBDK; description=Run-Out Flange Thickness
MM,MARA,/SAPMP/FBHK,R-O Flange Height,/SAPMP/FBHK,/SAPMP/DIMENS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/DIMENS; data_element=/SAPMP/FBHK; description=R-O Flange Height
MM,MARA,/SAPMP/RILI,Coil Delivery,/SAPMP/RILI,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=XFELD; data_element=/SAPMP/RILI; description=Coil Delivery
MM,MARA,/SAPMP/FBAK,Run-Out Flange,/SAPMP/FBAK,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=XFELD; data_element=/SAPMP/FBAK; description=Run-Out Flange
MM,MARA,/SAPMP/AHO,Maximum Number of Vertical Layers,/SAPMP/AHO,NUMC3,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=NUMC3; data_element=/SAPMP/AHO; description=Maximum Number of Vertical Layers
MM,MARA,/SAPMP/MIFRR,Smallest Permissible Reel Clearance for a Cable,/SAPMP/MIFRR,/SAPMP/DIMENS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/SAPMP/DIMENS; data_element=/SAPMP/MIFRR; description=Smallest Permissible Reel Clearance for a Cable
MM,MARA,/STTPEC/SERTYPE,Serialization Type,/STTPEC/E_SERTYPE,/STTPEC/D_SERTYPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/STTPEC/D_SERTYPE; data_element=/STTPEC/E_SERTYPE; description=Serialization Type
MM,MARA,/STTPEC/SYNCACT,Synchronization Active,/STTPEC/E_SYNCACTIVE,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=XFELD; data_element=/STTPEC/E_SYNCACTIVE; description=Synchronization Active
MM,MARA,/STTPEC/SYNCTIME,Synchronization Time Stamp,/STTPEC/E_SYNCTIME,/STTPEC/D_TIMESTAMP_CONV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/STTPEC/D_TIMESTAMP_CONV; data_element=/STTPEC/E_SYNCTIME; description=Synchronization Time Stamp
MM,MARA,/STTPEC/SYNCCHG,Indicator Changed Since Integration,/STTPEC/E_SERCHG,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=XFELD; data_element=/STTPEC/E_SERCHG; description=Indicator Changed Since Integration
MM,MARA,/STTPEC/COUNTRY_REF,Profile Relevant Country/Region,/STTPEC/E_PR_REL_COUNTRY,/STTPEC/D_COUNTRY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/STTPEC/D_COUNTRY; data_element=/STTPEC/E_PR_REL_COUNTRY; description=Profile Relevant Country/Region
MM,MARA,/VSO/R_TILT_IND,Material may be Tilted (Vehicle Space Optimization),/VSO/M_TILT_IND,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_XFIELD; data_element=/VSO/M_TILT_IND; description=Material may be Tilted (Vehicle Space Optimization)
MM,MARA,/VSO/R_STACK_IND,Stacking not Allowed (VSO),/VSO/M_STACK_IND,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_XFIELD; data_element=/VSO/M_STACK_IND; description=Stacking not Allowed (VSO)
MM,MARA,/VSO/R_BOT_IND,Bottom Layer (Vehicle Space Optimization),/VSO/M_BOTTOM_IND,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_XFIELD; data_element=/VSO/M_BOTTOM_IND; description=Bottom Layer (Vehicle Space Optimization)
MM,MARA,/VSO/R_TOP_IND,Top Layer (VSO),/VSO/M_TOP_IND,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_XFIELD; data_element=/VSO/M_TOP_IND; description=Top Layer (VSO)
MM,MARA,/VSO/R_PAL_IND,Load without Packaging Material (VSO),/VSO/M_PALLET_IND,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_XFIELD; data_element=/VSO/M_PALLET_IND; description=Load without Packaging Material (VSO)
MM,MARA,/VSO/R_PAL_OVR_D,Permissible Overhang (Depth) of Packaging Material (VSO),/VSO/R_PAL_OVR_D,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=/VSO/R_PAL_OVR_D; description=Permissible Overhang (Depth) of Packaging Material (VSO)
MM,MARA,/VSO/R_PAL_OVR_W,Permissible Overhang (Width) of Shipping Material (VSO),/VSO/R_PAL_OVR_W,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=/VSO/R_PAL_OVR_W; description=Permissible Overhang (Width) of Shipping Material (VSO)
MM,MARA,/VSO/R_PAL_B_HT,Maximum Stacking Height of the Packaging Material (VSO),/VSO/R_PAL_BIN_HGT,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=/VSO/R_PAL_BIN_HGT; description=Maximum Stacking Height of the Packaging Material (VSO)
MM,MARA,/VSO/R_PAL_MIN_H,Minimum Stacking Height of the Packaging Material (VSO),/VSO/R_PAL_MIN_HT,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=/VSO/R_PAL_MIN_HT; description=Minimum Stacking Height of the Packaging Material (VSO)
MM,MARA,/VSO/R_TOL_B_HT,Tolerance to Exceed the Max. Stacking Height (VSO),/VSO/R_TOL_BIN_HT,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=/VSO/R_TOL_BIN_HT; description=Tolerance to Exceed the Max. Stacking Height (VSO)
MM,MARA,/VSO/R_NO_P_GVH,Number of Materials for each Closed PKM (VSO),/VSO/M_ANZ_PER_GVH,/VSO/M_ANZ_PER_GVH,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_ANZ_PER_GVH; data_element=/VSO/M_ANZ_PER_GVH; description=Number of Materials for each Closed PKM (VSO)
MM,MARA,/VSO/R_KZGVH_IND,Closed Packaging Material Required (VSO),/VSO/M_KZGVH_IND,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=/VSO/M_XFIELD; data_element=/VSO/M_KZGVH_IND; description=Closed Packaging Material Required (VSO)
MM,MARA,PACKCODE,Packaging Code,CBUNE_PACODE,CBUND_PACOD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=CBUND_PACOD; data_element=CBUNE_PACODE; description=Packaging Code
MM,MARA,SRV_DURA,Duration of Work,CRMT_PR_DURATION,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=CRMT_PR_DURATION; description=Duration of Work
MM,MARA,SRV_SERWI,Service Profile,SRV_SERWI,CRM_SRV_SERWI,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=CRM_SRV_SERWI; data_element=SRV_SERWI; description=Service Profile
MM,MARA,SRV_ESCAL,Response Profile,SRV_ESCAL,CRM_SRV_ESCAL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=CRM_SRV_ESCAL; data_element=SRV_ESCAL; description=Response Profile
MM,MARA,SOM_CYCLE,Billing Cycle,CYCLE_KK,CYCLE_KK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=CYCLE_KK; data_element=CYCLE_KK; description=Billing Cycle
MM,MARA,SOM_TC_SCHEMA,Assignment Schema,CRMT_TC_SCHEMA,CRM_TC_ASSIGN_SCHEMA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=CRM_TC_ASSIGN_SCHEMA; data_element=CRMT_TC_SCHEMA; description=Assignment Schema
MM,MARA,SOM_CTR_AUTORENEWAL,Contract Auto Renewal Indicator,CRMS4_SOM_CTR_AUTORENEWAL,CRMS4_SOM_CTR_AUTORENEWAL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=CRMS4_SOM_CTR_AUTORENEWAL; data_element=CRMS4_SOM_CTR_AUTORENEWAL; description=Contract Auto Renewal Indicator
MM,MARA,MCOND,Material Condition Management,DFPS_MCOND,DFPS_MCOND,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DFPS_MCOND; data_element=DFPS_MCOND; description=Material Condition Management
MM,MARA,RETDELC,Return Code,DFPS_RETDELC,DFPS_RETDELC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DFPS_RETDELC; data_element=DFPS_RETDELC; description=Return Code
MM,MARA,LOGLEV_RETO,Return to Logistics Level,DFPS_LOGLEV_RETO,DFPS_LOGLEV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DFPS_LOGLEV; data_element=DFPS_LOGLEV_RETO; description=Return to Logistics Level
MM,MARA,NSNID,NATO Stock Number,DFPS_NSNID,DFPS_NSNID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DFPS_NSNID; data_element=DFPS_NSNID; description=NATO Stock Number
MM,MARA,ICFA,Interchangeability Code for Ammunition,DFS_ICFA,DFS_ICFA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DFS_ICFA; data_element=DFS_ICFA; description=Interchangeability Code for Ammunition
MM,MARA,ADSPC_SPC,Spare Part Class Code,ADSPC_SPC,ADSPC_SPC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=ADSPC_SPC; data_element=ADSPC_SPC; description=Spare Part Class Code
MM,MARA,VARID,GUID Variable Object Identification,DI_VARID,SYSUUID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=SYSUUID; data_element=DI_VARID; description=GUID Variable Object Identification
MM,MARA,TOLERANCE_TYPE,Tolerance Type,LMD_MDE_TOLERANCE_TYPE,LMD_MDE_TOLERANCE_TYPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=LMD_MDE_TOLERANCE_TYPE; data_element=LMD_MDE_TOLERANCE_TYPE; description=Tolerance Type
MM,MARA,IMATN,FFF class,IMATN,MATNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MATNR; data_element=IMATN; description=FFF class
MM,MARA,PICNUM,Supersession chain number,PIC_PICNUM_SUS,PIC_PICNUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=PIC_PICNUM; data_element=PIC_PICNUM_SUS; description=Supersession chain number
MM,MARA,COLOR_ATINN,Internal Charactieristic Number for Color Characteristics,WRF_COLOR_ATINN,ATINN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=ATINN; data_element=WRF_COLOR_ATINN; description=Internal Charactieristic Number for Color Characteristics
MM,MARA,SIZE1_ATINN,Internal Char. Number for Characteristics for Main Sizes,WRF_SIZE1_ATINN,ATINN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=ATINN; data_element=WRF_SIZE1_ATINN; description=Internal Char. Number for Characteristics for Main Sizes
MM,MARA,SIZE2_ATINN,Internal Char. Number for Characteristics for Second Sizes,WRF_SIZE2_ATINN,ATINN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=ATINN; data_element=WRF_SIZE2_ATINN; description=Internal Char. Number for Characteristics for Second Sizes
MM,MARA,CARE_CODE,"Care Codes (such as Washing Code, Ironing Code, etc.)",WRF_CARE_CODE,WRF_CARE_CODE,unmapped,true,high,description_domain_data_element,"source=sap_remaining_unmapped; module=MM; domain=WRF_CARE_CODE; data_element=WRF_CARE_CODE; description=Care Codes (such as Washing Code, Ironing Code, etc.)"
MM,MARA,FIBER_CODE1,Fiber Code for Textiles (Component 1),WRF_FIBER_CODE_1,WRF_FIBER_CODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=WRF_FIBER_CODE; data_element=WRF_FIBER_CODE_1; description=Fiber Code for Textiles (Component 1)
MM,MARA,FIBER_CODE2,Fiber Code for Textiles (Component 2),WRF_FIBER_CODE_2,WRF_FIBER_CODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=WRF_FIBER_CODE; data_element=WRF_FIBER_CODE_2; description=Fiber Code for Textiles (Component 2)
MM,MARA,FIBER_CODE3,Fiber Code for Textiles (Component 3),WRF_FIBER_CODE_3,WRF_FIBER_CODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=WRF_FIBER_CODE; data_element=WRF_FIBER_CODE_3; description=Fiber Code for Textiles (Component 3)
MM,MARA,FIBER_CODE4,Fiber Code for Textiles (Component 4),WRF_FIBER_CODE_4,WRF_FIBER_CODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=WRF_FIBER_CODE; data_element=WRF_FIBER_CODE_4; description=Fiber Code for Textiles (Component 4)
MM,MARA,FIBER_CODE5,Fiber Code for Textiles (Component 5),WRF_FIBER_CODE_5,WRF_FIBER_CODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=WRF_FIBER_CODE; data_element=WRF_FIBER_CODE_5; description=Fiber Code for Textiles (Component 5)
MM,MARA,FASHGRD,Fashion Grade,FASHGRD,FASHGRD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=FASHGRD; data_element=FASHGRD; description=Fashion Grade
MM,MARC,MAABC,ABC Indicator,MAABC,MAABC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MAABC; data_element=MAABC; description=ABC Indicator
MM,MARC,KZKRI,Indicator: Critical part,KZKRI,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=XFELD; data_element=KZKRI; description=Indicator: Critical part
MM,MARC,DISPR,Material: MRP profile,DISPR,DISPR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DISPR; data_element=DISPR; description=Material: MRP profile
MM,MARC,DISMM,MRP Type,DISMM,DISMM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DISMM; data_element=DISMM; description=MRP Type
MM,MARC,KZDIE,Indicator: MRP controller is buyer (deactivated),KZDIE,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=XFELD; data_element=KZDIE; description=Indicator: MRP controller is buyer (deactivated)
MM,MARC,PERKZ,Period Indicator,PERKZ,PERKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=PERKZ; data_element=PERKZ; description=Period Indicator
MM,MARC,AUSSS,Assembly scrap in percent,AUSSS,DEC3_2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=DEC3_2; data_element=AUSSS; description=Assembly scrap in percent
MM,MARC,BSTFE,Fixed lot size,BSTFE,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MENG13; data_element=BSTFE; description=Fixed lot size
MM,MARC,LOSFX,Lot-Size-Independent Costs,LOSFX,WERT11,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=WERT11; data_element=LOSFX; description=Lot-Size-Independent Costs
MM,MARC,SBDKZ,Indicator for Individual and Collective Requirements,SBDKZ,SBDKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=SBDKZ; data_element=SBDKZ; description=Indicator for Individual and Collective Requirements
MM,MARC,LAGPR,Storage Costs Percentage Code,LAGPR,LAGPR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=LAGPR; data_element=LAGPR; description=Storage Costs Percentage Code
MM,MARC,ALTSL,Method for Selecting Alternative Bills of Material,ALTSL,ALTSL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=ALTSL; data_element=ALTSL; description=Method for Selecting Alternative Bills of Material
MM,MARC,KZAUS,Discontinuation indicator,KZAUS,KZAUS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=KZAUS; data_element=KZAUS; description=Discontinuation indicator
MM,MARC,NFMAT,Follow-Up Material,NFMAT,MATNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=MM; domain=MATNR; data_element=NFMAT; description=Follow-Up Material
