wd_entity,wd_field,wd_type,wd_description
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Compensation_Element_Reference,Compensation_Element_ReferenceType,
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Amount,,Amount for Compensation Element.
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Percentage,,Percent for Compensation Element.
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Guaranteed_Minimum,boolean,Guaranteed Minimum for Compensation Element.
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Currency_Reference,Currency_Reference_DataType,
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Frequency_Reference,Frequency_Reference_DataType,
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Percentage_Assigned,,Percentage Assigned for Compensation Element.
Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Employee_Compensation_Bonus_Plan_Assignment_DataType,Bonus_Plan_Name,string,Text attribute identifying name of Bonus Plan.
Employee_Compensation_Bonus_Plan_Assignment_DataType,Compensation_Element_Values_for_Bonus_Plan_Data,Employee_Compensation_Bonus_Plan_Assignment_Detail_DataType,
Business_Site_GetType,Location_Reference,Business_Site_Reference_DataType,
Compensation_Grade_Profile_ReferenceType,Compensation_Profile_Name,string,"Along with Compensation Grade Reference, unique attribute name/description identifying a valid instance of Compensation Grade Profile."
Compensation_Grade_Profile_ReferenceType,Compensation_Grade_Reference,Compensation_Grade_ReferenceType,
Business_Process_Type_Reference_DataType,Event_Type_Name,string,Testing WS Word Bucket edit
Personal_Info_DataType,Business_Title,string,The Business Title for the worker's primary position. This value cannot be updated in the Update Employee Personal Information or Update Contingent Worker Personal Information. It should be updated using the Edit Position operation.
Personal_Info_DataType,Person_Data,Person_DataType,
Personal_Info_DataType,Qualification_Data,Qualification_DataType,
Employee_Employment_Info_GetType,Employee_Reference,Employee_ReferenceType,
Employee_Personal_Info_GetType,Employee_Reference,Employee_ReferenceType,
Contingent_Worker_Personal_Info_UpdateType,Contingent_Worker_Reference,Contingent_Worker_Reference_DataType,
Contingent_Worker_Personal_Info_UpdateType,Contingent_Worker_Personal_Info_Data,Worker_Personal_Info_DataType,
Contingent_Worker_Personal_Info_GetType,Contingent_Worker_Reference,Contingent_Worker_Reference_DataType,
Gender_DataType,Country_Reference,CountryObjectType,The country for the gender.
Gender_DataType,Is_Female,boolean,Indicates if the gender is female.
Gender_DataType,Is_Male,boolean,Indicates if the gender is male.
Gender_DataType,Gender_Description,string,Genders for applicants and workers. This is used in EEO reporting.
Gender_DataType,Gender_Code,string,The gender code.
Gender_DataType,Inactive,boolean,The inactive flag.
Unit_of_Measure_ReferenceType,Unit_of_Measure_Name,string,Unique attribute name/description identifying a valid instance of Unit of Measure.
Organization_InactivateType,Validate_Only,boolean,Use this boolean to validate the request without processing it.
Organization_InactivateType,Organization_Reference_Data,Organization_ReferenceType,
Organization_InactivateType,Organization_Inactivate_Data,Organization_Inactivate_DataType,
Organization_InactivateType,Keep_in_Hierarchy,boolean,Use this boolean to keep the organization in hierarchy.
Organization_InactivateType,Organization_for_Subordinates_Reference,OrganizationObjectType,"Use this element to specify the new superior organization for current subordinates. When blank, default behavior is that active organizations are moved to superior."
Organization_InactivateType,Organization_for_Included_Organizations_Reference,OrganizationObjectType,"Use this element to specify the new superior organization for current included organizations. When blank, default behavior is that active organizations are moved to superior."
Organization_InactivateType,Remove_All_Role_Assignments,boolean,"Use this boolean to remove all direct role assignments as of the inactivation effective date and later. If empty or FALSE, direct role assignments will remain as is. Inherited role assignments will remain as is if you choose to keep the organization in the hierarchy."
Emergency_Contact_Priority_ReferenceType,Emergency_Contact_Priority,string,Unique attribute name/description identifying a valid instance of Emergency Contact Priority.
Worker_Personal_DataType,Name_Data,Name_DataType,
Worker_Personal_DataType,Contact_Data,Contact_DataType,
Worker_Personal_DataType,Biographic_Data,Biographic_DataType,
Worker_Personal_DataType,Demographic_Data,Demographic_DataType,
Job_Classification_Group_Reference_DataType,Job_Classification_Group_Name,string,The name of a Job Classification Group.
Business_Site_ReferencesType,Location_Reference,Location_Reference_WWSType,Reference element representing an object within the Workday system. The sub-elements and attributes within this element are used to return one and only one instance of the identifying object.
Employee_Employment_InfoType,Employee_Reference,Employee_ReferenceType,
Employee_Employment_InfoType,Employee_Employment_Info_Data,Employee_Employment_Info_DataType,
External_Integration_ID_DataType,ID,IDType,
Worker_Position_DataType,Position_Reference,Position_ReferenceType,
Worker_Position_DataType,Position_ID,string,Text attribute identifying Position ID.
Worker_Position_DataType,Position_Title,string,Text attribute identifying Position Title.
Worker_Position_DataType,Business_Title,string,Business title for the position.
Worker_Position_DataType,Employee_Type_Reference,Employee_Type_ReferenceType,
Worker_Position_DataType,Position_Time_Type_Reference,Position_Time_Type_ReferenceType,
Worker_Position_DataType,Job_Exempt,boolean,Boolean attribute identifying whether Position is Exempt.
Worker_Position_DataType,Scheduled_Weekly_Hours,,Scheduled Weekly Hours for Position.
Worker_Position_DataType,Default_Weekly_Hours,,Standard Weekly Hours for Position.
Worker_Position_DataType,Full_Time_Equivalent_Percentage,,Full Time Equivalent Percentage for Position.
Worker_Position_DataType,Specify_Paid_FTE,boolean,True if Paid FTE Percentage is specified on the position.
Worker_Position_DataType,Paid_FTE,,"The paid full time equivalent percentage for the position, entered as a decimal value. This overrides the calculated full time equivalent."
Worker_Position_DataType,Specify_Working_FTE,boolean,True if Working FTE Percentage is specified on the position.
Worker_Position_DataType,Working_FTE,,"The working full time equivalent percentage for the position, entered as a decimal value. This overrides the calculated full time equivalent."
Worker_Position_DataType,Pay_Rate_Type_Reference,Pay_Rate_Type_ReferenceType,
Worker_Position_DataType,Job_Classification_Reference,Job_Classification_ReferenceType,
Worker_Position_DataType,Company_Insider_Reference,Company_Insider_Type_ReferenceType,
Worker_Position_DataType,Job_Profile_Summary_Data,Job_Profile_in_Position_Summary_DataType,
Worker_Position_DataType,Organization_Content_Data,Organization_Content_DataType,
Worker_Position_DataType,Business_Site_Content_Data,Location_Content_DataType,
Worker_Position_DataType,Payroll_Processing_Data,Payroll_Interface_Processing_DataType,
Worker_Position_DataType,Supervisor_Reference,Supervisor_ReferenceType,Contains the reference to the manager of the worker. This will contain only one manager - even if there are actually multiple managers for the worker.
Worker_Position_DataType,Work_Shift_Reference,Work_ShiftObjectType,The work hour profile(s) for the position.
Worker_Position_DataType,Work_Hours_Profile_Reference,Work_Hours_ProfileObjectType,The work hour profile(s) for the position.
