wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Organization_Role_Assignment_WWS_DataType,Worker_Reference,WorkerObjectType,A unique identifier that can be used to reference a worker(s) that fills the organization role.,direct_alias_match,employee.id,,company.id,0.600,company id,0.550
Get_Workers_Compensation_Codes_RequestType,Request_References,Workers_Compensation_Code_Request_ReferencesType,Get Workers' Compensation Code request references,unmapped,,,,,,
Get_Workers_Compensation_Codes_RequestType,Request_Criteria,Workers_Compensation_Code_Request_CriteriaType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_RequestType,Response_Group,Workers_Compensation_Code_Response_GroupType,Element containing Workers' Compensation Code response grouping options,unmapped,,,,,,
Get_Workers_Compensation_Codes_ResponseType,Request_References,Workers_Compensation_Code_Request_ReferencesType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_ResponseType,Request_Criteria,Workers_Compensation_Code_Request_CriteriaType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_ResponseType,Response_Group,Workers_Compensation_Code_Response_GroupType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Workers_Compensation_Codes_ResponseType,Response_Data,Workers_Compensation_Code_Response_DataType,Wrapper Element that includes the Workers' Compensation Code Data,unmapped,,,,,,
Workers_Compensation_CodeType,Workers_Compensation_Code_Data,Workers_Compensation_Code_DataType,Workers' Compensation Code Data,unmapped,,,,,,
Workers_Compensation_Code_DataType,Workers_Compensation_Code,string,Workers' Compensation Code.,unmapped,,,,,,
Workers_Compensation_Code_DataType,Workers_Compensation_Name,string,Workers' Compensation Code Name.,unmapped,,,,,,
Workers_Compensation_Code_DataType,Country_Reference,CountryObjectType,Reference to the Country for the workers' compensation code.,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Workers_Compensation_Code_DataType,Country_Region_Reference,Country_RegionObjectType,Reference to the country region for the workers' compensation code.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Workers_Compensation_Code_DataType,Location_Reference,LocationObjectType,Reference to the location for the workers' compensation code.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Workers_Compensation_Code_DataType,Inactive,boolean,Boolean to indicate whether the workers' compensation code is active.,direct_alias_match,address.city,,account.status,0.600,active flag,0.550
Employee_Stock_Plan_Assignment_DataType,Percent_of_Target_as_Option,,Percent of target that are options.,unmapped,,,,,,
Employee_Stock_Plan_Assignment_DataType,Percent_of_Target_as_Stock,,Percent of target that are stocks.,unmapped,,,,,,
Employee_Stock_Plan_Assignment_DataType,Target_Shares,,Default target shares for the stock plan.,unmapped,,,,,,
Employee_Stock_Plan_Assignment_DataType,Individual_Target_Shares,,Individual target share which overrides the default target share for the plan.,unmapped,,,,,,
Employee_Stock_Plan_Assignment_DataType,Target_Percent,,Default target percent for the stock plan.,unmapped,,,,,,
Employee_Stock_Plan_Assignment_DataType,Individual_Target_Percent,,Individual target percent which overrides the default target share for the plan.,unmapped,,,,,,
Employee_Stock_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Currency of amount.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Get_External_URLs_RequestType,Request_References,External_URL_Request_ReferenceType,,unmapped,,,,,,
Get_External_URLs_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
External_URLType,External_URL_Reference,External_URLObjectType,Reference to an existing external URL,direct_alias_match,employee.department,,employee.department,1.000,employee.department,1.000
External_URLType,External_URL_Data,External_URL_DataType,Detail data for an external URL,unmapped,,,,,,
External_URL_Response_DataType,External_URL,External_URLType,,unmapped,,,,,,
Get_External_URLs_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_External_URLs_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_External_URLs_ResponseType,Response_Data,External_URL_Response_DataType,,unmapped,,,,,,
Get_Holiday_Calendars_RequestType,Request_References,Holiday_Calendar_Request_ReferencesType,,unmapped,,,,,,
Get_Holiday_Calendars_RequestType,Request_Criteria,Holiday_Calendar_Request_CriteriaType,,unmapped,,,,,,
Get_Holiday_Calendars_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Holiday_Calendars_RequestType,Response_Group,Holiday_Calendar_Response_GroupType,,unmapped,,,,,,
Get_Holiday_Calendars_ResponseType,Request_References,Holiday_Calendar_Request_ReferencesType,,unmapped,,,,,,
Get_Holiday_Calendars_ResponseType,Request_Criteria,Holiday_Calendar_Request_CriteriaType,,unmapped,,,,,,
Get_Holiday_Calendars_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Holiday_Calendars_ResponseType,Response_Group,Holiday_Calendar_Response_GroupType,,unmapped,,,,,,
Get_Holiday_Calendars_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Holiday_Calendars_ResponseType,Response_Data,Holiday_Calendar_Response_DataType,Retrieved Holiday Calendars.,unmapped,,,,,,
Holiday_Calendar_DataType,Name,string,Text name for Condition Rule.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Holiday_Calendar_DataType,Description,string,Text description of Holiday Calendar.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Holiday_Calendar_DataType,Country___Country_Region_Reference,Location_ContextObjectType,Reference to the Country/Country Region for the Holiday Calendar.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Holiday_Calendar_DataType,Condition_Rule_Reference,Condition_RuleObjectType,Reference to the Calendar Rule for the Holiday Calendar.,unmapped,,,,,,
Holiday_Calendar_DataType,Display_on_Time_Off_and_Leave_Calendar,boolean,Display on Time Off and Leave Calendar,unmapped,,,,,,
Holiday_Calendar_DataType,Holiday_Calendar_Event_Data,Holiday_Calendar_Event_DataType,Event Data for the Holiday Calendar.,unmapped,,,,,,
Holiday_Calendar_Event_DataType,Name,string,Text Value for the name of the Holiday Calendar Entry.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Holiday_Calendar_Event_DataType,Recurrence_Data,Recurrence_DataType,Wrapper element containing recurrence data for the Calendar Event.,unmapped,,,,,,
Recurrence_DataType,Recurs_Every_Weekday,boolean,"If true, calendar event recurs every weekday.",unmapped,,,,,,
Recurrence_DataType,First_Day_of_the_Week_Reference,Day_of_the_WeekObjectType,First Day of the Week for Weekly Recurrences. Defaults to Sunday if not set.,unmapped,,,,,,
Get_Work_Schedule_Calendars_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Work_Schedule_Calendars_RequestType,Response_Group,Work_Schedule_Calendar_Response_GroupType,Options for responded Work Schedule Calendar.,unmapped,,,,,,
Work_Schedule_Calendar_DataType,Name,string,Text name for Work Schedule Calendar.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Work_Schedule_Calendar_DataType,Description,string,Text description of Work Schedule Calendar.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Work_Schedule_Calendar_DataType,Number_of_Weeks,,"Number of Weeks for Work Schedule Calendar, if using Pattern Schedule Events.",unmapped,,,,,,
Work_Schedule_Calendar_DataType,Work_Schedule_Calendar_Event_Data,Work_Schedule_Calendar_Event_DataType,Work Schedule Calendar Event data.,unmapped,,,,,,
Work_Schedule_Calendar_DataType,Worker_Edit_Options_Data,Worker_Editing_Options_DataType,,unmapped,,,,,,
Work_Schedule_Calendar_DataType,Pattern_Schedule_Event_Data,Pattern_Schedule_Event_DataType,,unmapped,,,,,,
Work_Schedule_Calendar_DataType,Flextime_Band_Data,Flextime_Band_DataType,,unmapped,,,,,,
Work_Schedule_Calendar_DataType,Inactive,boolean,"Once a Work Schedule Calendar has been marked as inactive, it can't be edited or made active again.",direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Work_Schedule_Calendar_Event_DataType,Name,string,Text value for the name of the Work Schedule Calendar Event.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Work_Schedule_Calendar_Event_DataType,Display_Name,string,Display Name of the Work Schedule Calendar Event.,strong_canonical_candidate,,,address.city,0.800,display name,1.000
Work_Schedule_Calendar_Event_DataType,Meal_Data,Scheduling_Non_Work_Time_DataType,Wrapper element containing meal times for the Work Schedule Calendar Event.,unmapped,,,,,,
Work_Schedule_Calendar_Event_DataType,Recurrence_Data,Recurrence_DataType,Wrapper element containing recurrence data for the Calendar Event.,unmapped,,,,,,
External_URL_DataType,URL_Name,string,Name of external URL,unmapped,,,,,,
Put_External_URL_RequestType,External_URL_Reference,External_URLObjectType,Unique Instance ID or Reference ID.,direct_alias_match,employee.department,,employee.department,1.000,employee.department,1.000
Put_External_URL_RequestType,External_URL_Data,External_URL_DataType,External URL Data,unmapped,,,,,,
Put_External_URL_ResponseType,External_URL_Reference,External_URLObjectType,,direct_alias_match,employee.department,,employee.department,1.000,employee.department,1.000
Put_Holiday_Calendar_RequestType,Holiday_Calendar_Reference,Holiday_CalendarObjectType,Reference for Holiday Calendar.,unmapped,,,,,,
Put_Holiday_Calendar_RequestType,Holiday_Calendar_Data,Holiday_Calendar_DataType,Wrapper containing data for Condition Rule.,unmapped,,,,,,
Put_Holiday_Calendar_ResponseType,Holiday_Calendar_Reference,Holiday_CalendarObjectType,Reference for Holiday Calendar.,unmapped,,,,,,
Holiday_Calendar_Request_ReferencesType,Holiday_Calendar_Request_Reference,Holiday_CalendarObjectType,Reference for Holiday Calendar.,unmapped,,,,,,
Holiday_Calendar_Response_GroupType,Include_Reference,boolean,Boolean value to include references for Holiday Calendar.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Holiday_Calendar_Response_DataType,Holiday_Calendar,Holiday_CalendarType,,unmapped,,,,,,
Holiday_CalendarType,Holiday_Calendar_Reference,Holiday_CalendarObjectType,Reference for Holiday Calendar.,unmapped,,,,,,
Holiday_CalendarType,Holiday_Calendar_Data,Holiday_Calendar_DataType,,unmapped,,,,,,
Put_Work_Schedule_Calendar_RequestType,Work_Schedule_Calendar_Data,Work_Schedule_Calendar_DataType,Instance data for Work Schedule Calendar.,unmapped,,,,,,
Work_Schedule_Calendar_Response_GroupType,Include_Reference,boolean,Boolean value to include references for Work Schedule Calendar.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Get_Work_Schedule_Calendars_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Work_Schedule_Calendars_ResponseType,Response_Group,Work_Schedule_Calendar_Response_GroupType,,unmapped,,,,,,
Get_Work_Schedule_Calendars_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Work_Schedule_Calendars_ResponseType,Response_Data,Work_Schedule_Calendar_Response_DataType,Retrieved Work Schedule Calendar.,unmapped,,,,,,
Work_Schedule_CalendarType,Work_Schedule_Calendar_Data,Work_Schedule_Calendar_DataType,,unmapped,,,,,,
Future_Payment_Plan_Assignment_DataType,Comment,string,Comment,strong_canonical_candidate,,,address.city,0.800,notes comments,1.000
Worker_Compensation_Code_DataType,Workers_Compensation_Code,string,The worker compensation code.,unmapped,,,,,,
Start_End_DataType,Start_Date,date,Date value for the start time for Calendar Event.,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
Start_End_DataType,End_Date,date,Date value for the End Time for Calendar Event.,direct_alias_match,employee.position,,absence.end_date,0.800,absence end date,1.000
